time,frequency,confidence
10.740,261.150,0.957154
10.750,261.089,0.954411
10.760,260.966,0.948804
10.770,261.192,0.953807
10.780,261.245,0.955649
10.790,261.369,0.960086
10.800,261.187,0.952767
10.810,261.177,0.954821
10.820,261.251,0.956223
10.830,261.219,0.953704
10.840,261.311,0.952976
10.850,261.217,0.947039
10.860,261.088,0.943817
10.870,261.152,0.948460
10.880,261.062,0.944915
10.890,261.303,0.952591
10.900,261.342,0.952630
10.910,261.178,0.950359
10.920,261.183,0.949185
10.930,261.234,0.949634
10.940,261.452,0.954195
10.950,261.490,0.954503
10.960,261.523,0.951244
10.970,261.449,0.947156
10.980,261.511,0.946306
10.990,261.513,0.946630
11.000,261.456,0.948755
11.010,261.564,0.948930
11.020,261.383,0.949141
11.030,261.372,0.945884
11.040,261.245,0.943356
11.050,261.173,0.942343
11.060,261.375,0.945484
11.070,261.202,0.944095
11.080,261.299,0.947993
11.090,261.193,0.943688
11.100,261.217,0.943827
11.110,261.128,0.940532
11.120,261.416,0.946937
11.130,261.249,0.950316
11.140,261.270,0.944992
11.150,261.039,0.942384
11.160,261.109,0.943237
11.170,261.235,0.945686
11.180,262.612,0.916384
11.190,263.678,0.766784
11.200,262.272,0.536283
11.210,283.987,0.254133
11.220,308.919,0.538066
11.230,312.142,0.754162
11.240,311.927,0.857116
11.250,312.296,0.907008
11.260,312.375,0.937236
11.270,312.434,0.954582
11.280,312.441,0.950404
11.290,312.165,0.948512
11.300,311.687,0.950196
11.310,311.294,0.936592
11.320,310.961,0.934276
11.330,311.229,0.942788
11.340,311.372,0.948828
11.350,311.713,0.956268
11.360,311.937,0.955932
11.370,311.844,0.952558
11.380,311.572,0.946952
11.390,311.602,0.939537
11.400,311.469,0.924441
11.410,311.472,0.921758
11.420,311.361,0.933082
11.430,311.116,0.925311
11.440,310.920,0.911115
11.450,311.156,0.928402
11.460,311.264,0.937354
11.470,311.324,0.935363
11.480,311.528,0.933577
11.490,311.511,0.939933
11.500,311.180,0.926881
11.510,311.085,0.930049
11.520,311.152,0.936249
11.530,311.301,0.949054
11.540,311.494,0.955997
11.550,311.611,0.960197
11.560,311.551,0.960405
11.570,311.491,0.960923
11.580,311.522,0.959345
11.590,311.506,0.959430
11.600,311.392,0.954877
11.610,311.402,0.951726
11.620,311.553,0.956250
11.630,311.522,0.959072
11.640,311.631,0.960622
11.650,311.617,0.960752
11.660,311.611,0.962360
11.670,311.543,0.963154
11.680,311.646,0.962622
11.690,311.785,0.967355
11.700,311.684,0.965783
11.710,311.628,0.963879
11.720,311.643,0.965160
11.730,311.567,0.961207
11.740,311.602,0.962392
11.750,311.514,0.959395
11.760,311.412,0.952995
11.770,311.534,0.952244
11.780,311.673,0.958591
11.790,311.622,0.957081
11.800,311.594,0.954647
11.810,311.626,0.957585
11.820,311.382,0.952146
11.830,311.521,0.955776
11.840,311.582,0.954229
11.850,311.563,0.953733
11.860,311.538,0.943226
11.870,311.492,0.947628
11.880,311.307,0.943758
11.890,311.205,0.942299
11.900,311.432,0.950476
11.910,311.420,0.949565
11.920,311.453,0.946202
11.930,311.546,0.944623
11.940,311.349,0.932496
11.950,311.361,0.942448
11.960,311.457,0.945730
11.970,311.520,0.944824
11.980,311.455,0.939946
11.990,311.153,0.934004
12.000,311.259,0.946958
12.010,311.408,0.950255
12.020,311.324,0.946267
12.030,311.374,0.951209
12.040,311.273,0.951034
12.050,311.170,0.945611
12.060,311.309,0.943767
12.070,311.379,0.950088
12.080,311.439,0.952953
12.090,311.336,0.957994
12.100,311.218,0.958296
12.110,311.133,0.956786
12.120,311.220,0.957487
12.130,311.154,0.957499
12.140,311.059,0.957837
12.150,311.168,0.960395
12.160,311.112,0.960626
12.170,311.058,0.963701
12.180,310.975,0.960404
12.190,311.034,0.964101
12.200,311.050,0.963201
12.210,311.158,0.965758
12.220,311.105,0.964505
12.230,311.114,0.968614
12.240,311.091,0.964970
12.250,311.120,0.968220
12.260,311.150,0.964036
12.270,311.233,0.965203
12.280,311.188,0.963777
12.290,311.173,0.959462
12.300,311.227,0.958061
12.310,311.286,0.954778
12.320,311.363,0.957153
12.330,311.107,0.955302
12.340,311.153,0.949768
12.350,311.247,0.955853
12.360,311.077,0.947488
12.370,311.233,0.945629
12.380,311.235,0.935793
12.390,311.152,0.936320
12.400,310.997,0.932275
12.410,311.218,0.934009
12.420,311.158,0.927573
12.430,311.238,0.934522
12.440,311.387,0.944401
12.450,311.266,0.938589
12.460,311.219,0.932653
12.470,311.521,0.948407
12.480,311.464,0.946692
12.490,311.302,0.945144
12.500,311.302,0.948494
12.510,311.521,0.953042
12.520,311.427,0.949698
12.530,311.512,0.951022
12.540,311.507,0.951125
12.550,311.300,0.946352
12.560,311.268,0.948672
12.570,311.373,0.948687
12.580,311.335,0.952265
12.590,311.221,0.947911
12.600,311.320,0.947375
12.610,311.315,0.947241
12.620,311.223,0.946923
12.630,311.457,0.955019
12.640,311.544,0.955197
12.650,311.465,0.951264
12.660,311.495,0.949639
12.670,311.618,0.955964
12.680,311.576,0.956545
12.690,311.529,0.956879
12.700,311.657,0.957622
12.710,311.585,0.956959
12.720,311.655,0.957846
12.730,311.699,0.955357
12.740,311.554,0.955016
12.750,311.532,0.947623
12.760,311.622,0.956172
12.770,311.503,0.955069
12.780,311.381,0.953792
12.790,311.527,0.957916
12.800,311.511,0.958608
12.810,311.560,0.958879
12.820,311.568,0.956029
12.830,311.432,0.954061
12.840,311.494,0.951759
12.850,311.633,0.955474
12.860,311.611,0.955589
12.870,311.551,0.955873
12.880,311.618,0.956610
12.890,311.532,0.958108
12.900,311.514,0.957680
12.910,311.624,0.958660
12.920,311.599,0.960549
12.930,311.671,0.957576
12.940,311.749,0.962467
12.950,311.572,0.959433
12.960,311.500,0.960379
12.970,311.633,0.958654
12.980,311.470,0.956951
12.990,311.007,0.912669
13.000,309.156,0.798487
